Date,Code,Open,High,Low,Close,Preclose,Volume,Amount,adjustflag,Turn,tradestatus,pctChg,isST
2022-03-16,sh.601899,9.7000,10.1500,9.3200,10.1200,9.5500,293755904,2866381936.0000,3,1.433300,1,5.968600,0
2022-03-17,sh.601899,10.3000,10.4900,10.1500,10.3000,10.1200,213102023,2199430176.0000,3,1.039800,1,1.778700,0
2022-03-18,sh.601899,10.3600,10.6900,10.2400,10.6300,10.3000,196944613,2064937224.3900,3,0.961000,1,3.203900,0
2022-03-21,sh.601899,10.8200,11.0600,10.5500,11.0000,10.6300,235034214,2559192678.0700,3,1.146800,1,3.480700,0
2022-03-22,sh.601899,10.9400,11.3900,10.9000,11.3000,11.0000,254417629,2869808347.3600,3,1.241400,1,2.727300,0
2022-03-23,sh.601899,11.4000,11.4000,11.1800,11.3400,11.3000,170924368,1931372436.8200,3,0.834000,1,0.354000,0
2022-03-24,sh.601899,11.4300,11.8300,11.4200,11.7100,11.3400,267406595,3114656699.2200,3,1.304800,1,3.262800,0
2022-03-25,sh.601899,11.6500,11.8100,11.4800,11.5200,11.7100,201675870,2343224244.6700,3,0.984000,1,-1.622500,0
2022-03-28,sh.601899,11.4400,11.6900,11.2500,11.5600,11.5200,192200509,2210364586.1300,3,0.937800,1,0.347200,0
2022-03-29,sh.601899,11.5000,11.7300,11.4700,11.5900,11.5600,139373074,1618640238.2600,3,0.680000,1,0.259500,0
2022-03-30,sh.601899,11.5800,11.5800,11.3500,11.4600,11.5900,179686151,2059265366.5200,3,0.876700,1,-1.121700,0
2022-03-31,sh.601899,11.5300,11.6900,11.2500,11.3400,11.4600,148366567,1693618738.9000,3,0.723900,1,-1.047100,0
2022-04-01,sh.601899,11.3700,11.5900,11.2000,11.4500,11.3400,131866667,1506877086.1900,3,0.643400,1,0.970000,0
2022-04-06,sh.601899,11.5200,11.7800,11.4000,11.6000,11.4500,137554740,1586775595.7300,3,0.671200,1,1.310000,0
2022-04-07,sh.601899,11.4500,11.6800,11.3800,11.5300,11.6000,123728339,1428194910.6500,3,0.603700,1,-0.603400,0
2022-04-08,sh.601899,11.6000,12.0500,11.5900,11.9500,11.5300,323989792,3864415488.9700,3,1.580800,1,3.642700,0
2022-04-11,sh.601899,12.0000,12.0200,11.4800,11.6800,11.9500,245756229,2874313776.0300,3,1.199100,1,-2.259400,0
2022-04-12,sh.601899,11.7000,11.7900,11.4300,11.6800,11.6800,170559305,1986767928.3800,3,0.832200,1,0.000000,0
2022-04-13,sh.601899,11.7800,12.7400,11.7300,12.5300,11.6800,415821440,5133714614.0900,3,2.028900,1,7.277400,0
2022-04-14,sh.601899,12.6100,12.9100,12.4200,12.7400,12.5300,258289403,3273347108.1400,3,1.260300,1,1.676000,0
2022-04-15,sh.601899,12.4300,12.8600,12.0800,12.1300,12.7400,351868144,4390283214.8500,3,1.716900,1,-4.788100,0
2022-04-18,sh.601899,12.1000,12.2000,11.8800,12.0200,12.1300,167335376,2014499598.7700,3,0.816500,1,-0.906800,0
2022-04-19,sh.601899,12.2000,12.3600,11.9100,12.0000,12.0200,225673388,2732121827.0300,3,1.101100,1,-0.166400,0
2022-04-20,sh.601899,11.8200,12.0000,11.4000,11.4400,12.0000,232400706,2697329315.2700,3,1.134000,1,-4.666700,0
2022-04-21,sh.601899,11.3600,11.4800,10.9100,11.0100,11.4400,188969162,2105839855.5300,3,0.922000,1,-3.758700,0
2022-04-22,sh.601899,10.9000,11.4500,10.7100,11.3300,11.0100,193633012,2163813294.9600,3,0.944800,1,2.906400,0
2022-04-25,sh.601899,10.8800,11.1000,10.5300,10.6200,11.3300,249779205,2705158282.9100,3,1.218800,1,-6.266500,0
2022-04-26,sh.601899,10.6200,10.6600,10.0900,10.2400,10.6200,234308568,2417806295.2200,3,1.143300,1,-3.578200,0
2022-04-27,sh.601899,10.1800,11.0000,10.1600,10.8900,10.2400,292473024,3125612224.6000,3,1.427100,1,6.347700,0
2022-04-28,sh.601899,10.9000,10.9100,10.5800,10.8000,10.8900,158313438,1701755883.6800,3,0.772500,1,-0.826400,0
2022-04-29,sh.601899,10.8300,11.0800,10.6800,11.0700,10.8000,229876483,2505304425.9700,3,1.121600,1,2.500000,0
